id_director,name_director,id_film
15175,William Friedkin,10632
58403,Glen Morgan,10929
53861,Susan Seidelman,170400
95760,Erik Skjoldbjærg,16229
71329,Jonas Åkerlund,12079
1061523,Rakhshan Bani-Etemad,44081
2765,Nicholas Ray,36362
10249,Volker Schlöndorff,4762
3376,Hal Kanter,18535
18738,George Stevens,23159
20921,Monte Hellman,27236
79726,John D. Hancock,42459
65481,Valentine Davies,43261
126462,James Hill,15347
46085,Luis Mandoki,44968
39996,Sidney Lumet,37258
1128,Agnieszka Holland,8996
8482,Robert Mulligan,125413
40199,Anthony Mann,17729
2690,Peter Weir,12157
39743,Henry Levin,11571
53387,Heywood Gould,71142
28615,Éric Rohmer,10293
26875,Hideo Nakata,2671
26875,Hideo Nakata,9669
6495,Mira Nair,45129
66777,Bob Fosse,42618
86293,Robert M. Young,41164
32327,Ken Russell,66027
20660,Carlos Reygadas,36211
57962,Mort Nathan,9557
8844,Lawrence Kasdan,6171
74298,Francis Glebas,13691
69719,Bruno Barreto,11523
30008,Leo McCarey,14675
6593,John Huston,2525
72191,Pupi Avati,57447
133471,Vilgot Sjöman,42695
10346,Robert Bresson,49845
9082,Harold D. Schuster,18992
33064,Henry Koster,29912
68212,Carroll Ballard,28881
24011,Jia Zhangke,80243
1090,John McTiernan,10782
15148,Jon Amiel,9341
2632,Chris Rock,9776
66960,Dennie Gordon,10735
3087,Robert Duvall,16425
71548,Peter Sollett,25461
122449,Steve James,51927
5026,Akira Kurosawa,12516
1650,François Truffaut,1675
1462,Tim Blake Nelson,62184
2765,Nicholas Ray,17057
4782,Michael Crichton,41938
40549,Daniel Petrie,79615
101709,Edward Ludwig,40718
6385,William Richert,42178
1185691,Damian Pettigrew,203252
17016,Neil Jordan,6016
37932,F. Gary Gray,8409
5572,Joel Schumacher,1817
37186,Josée Dayan,284096
56342,Shinichiro Watanabe,11299
21792,George Gallo,17995
9612,Ed Solomon,21052
16767,Aki Kaurismäki,7294
13426,Peter Segal,9506
58189,Justin Lin,14290
2710,James Cameron,24982
16848,Rob Zombie,2662
11037,Lukas Moodysson,12093
113290,Wiebke von Carolsfeld,18941
53477,Austin Chick,42383
70573,Paul Hunter,11817
1214860,Linda Mendoza,24621
13524,Christopher Guest,13370
12989,Andrew Davis,8326
61175,John Whitesell,13411
20030,Jacques Perrin,11516
1012,Anders Thomas Jensen,10180
7767,Sam Peckinpah,994
101225,Bert I. Gordon,66918
1744,Robert Wise,10514
38689,John Flynn,14237
1650,François Truffaut,1714
76559,Sam Jones,14308
13776,John Frankenheimer,41461
8858,Ivan Reitman,9930
133259,Arthur Hiller,32083
31903,Henry Winkler,107569
86164,Mitch Davis,16651
22151,Malcolm Mowbray,57565
1895,Carl Reiner,108553
18378,Herbert Ross,12661
12964,Michael Ritchie,29355
39996,Sidney Lumet,24961
34613,Philippe de Broca,26866
108217,Jerry Rees,31633
143491,Gérard Lauzier,20978
47773,Paul Mazursky,47762
150181,John Erman,47329
15890,James Foley,10743
366,James Mangold,2832
64061,Fred Schepisi,31459
1491995,Rick de Oliveira,19153
2876,Matt Dillon,31932
34849,Ted Demme,38868
58728,Andrei Konchalovsky,72996
77883,Jordan Melamed,15098
69696,Daniel Algrant,11458
89576,Jeffrey Blitz,16636
19228,Jim Fall,18736
9032,Bryan Singer,36658
74638,Karen Moncrieff,46989
6949,John Malkovich,20689
54607,Bahman Ghobadi,13438
228797,Richard Kwietniowski,15394
52112,Steve Carr,10708
37626,Patrice Leconte,22016
115891,Chris Hegedus,85472
58689,Neil LaBute,22958
146811,Miles Swain,15850
86378,Alfredo De Villa,251053
67813,Baltasar Kormákur,10989
4786,Richard Attenborough,1816
22669,Julien Temple,42017
60473,Stan Lathan,17667
72543,Sam Firstenberg,17464
1027168,Joel Silberg,15259
608,Hayao Miyazaki,10515
6495,Mira Nair,45069
1027168,Joel Silberg,117269
72427,Alan Rudolph,21024
64114,Edward Dmytryk,42792
14674,George Cukor,43232
14520,John Sturges,22201
69392,Charles Walters,11424
21506,George Sidney,34857
9339,Lilly Wachowski,604
97579,Guy Maddin,55616
59026,Peyton Reed,10720
107168,Stephen Kijak,51230
585280,Kristen Coury,23423
17520,Cédric Klapisch,1555
73051,Jim Malone,33875
4499,Tom Shadyac,310
41549,Andrew Fleming,5146
946395,AJ Schnack,30055
20587,Emanuele Crialese,12544
7,Andrew Stanton,12
37932,F. Gary Gray,9654
60243,Rob Schmidt,9902
23287,Andrew Jarecki,2260
130300,Aluizio Abranches,61939
20640,Chen Kaige,18385
6482,John Singleton,584
56201,Peter Sehr,39125
15287,Niki Caro,1088
37360,Henry Hathaway,5921
11401,John Woo,47423
33405,Gillies MacKinnon,49798
29595,Rouben Mamoulian,43239
83413,Norman Tokar,32140
17916,Charlsie Bryant,14676
222216,Laetitia Masson,78281
17916,Charlsie Bryant,21717
14999,George A. Romero,29425
1776,Francis Ford Coppola,28503
25161,Marcel Carné,59950
19101,Lee H. Katzin,5920
937129,Jean-Xavier de Lestrade,51391
11435,Howard Hawks,26593
15337,John Polson,50285
113799,Frank Perry,33564
4415,Federico Fellini,43361
51000,Byron Haskin,6646
14999,George A. Romero,29514
69392,Charles Walters,38720
55668,Jamie Uys,147729
40199,Anthony Mann,38732
77300,Michael Schultz,15462
8482,Robert Mulligan,22386
19093,George Marshall,43828
2226,Sydney Pollack,11145
13594,Joseph Barbera,32328
4415,Federico Fellini,47715
31439,Bryan Forbes,29586
25735,Christian Duguay,12629
54441,James Ivory,111815
116641,James Neilson,25381
51875,Andrew V. McLaglen,38800
51875,Andrew V. McLaglen,21027
121829,Barnet Kellman,37264
4610,John Landis,11890
77121,Randall Miller,36807
40199,Anthony Mann,18721
30706,Lionel Jeffries,37662
14773,Don Siegel,11916
40199,Anthony Mann,14551
21113,D.A. Pennebaker,34759
8823,Raoul Walsh,51426
13980,Vincente Minnelli,42986
95111,Dziga Vertov,26317
8823,Raoul Walsh,43490
30129,George Waggner,40683
30365,Michael Caton-Jones,8092
37360,Henry Hathaway,18200
101899,Walter Grauman,15925
18392,Robert Aldrich,32087
1223,Joel Coen,290
9915,Guy Hamilton,11463
37526,Fernando Trueba,2470
8823,Raoul Walsh,42640
68,Fritz Lang,44043
4109,Michael Curtiz,30462
16888,Ralph Nelson,1403
18392,Robert Aldrich,10243
19457,Mark Robson,42541
6593,John Huston,37103
12804,Peter Yates,46059
18854,Martin Ritt,40085
10092,Robert J. Flaherty,47684
27436,Costa-Gavras,2263
37360,Henry Hathaway,6523
19069,Claude Chabrol,2527
10076,Lewis Gilbert,18780
6778,John Guillermin,19728
37360,Henry Hathaway,26205
40,Orson Welles,3009
6593,John Huston,6643
51875,Andrew V. McLaglen,18972
148000,Steve Yeager,53380
53177,Brian Robbins,14817
86290,Derek Jarman,41426
6495,Mira Nair,41791
2559,Henri-Georges Clouzot,49842
39996,Sidney Lumet,41670
51875,Andrew V. McLaglen,30708
51875,Andrew V. McLaglen,38765
21839,David Drury,29627
39819,Wayne Wang,98984
129692,Bob Swaim,36372
87267,Francesco Rosi,30529
18281,Donald Petrie,24073
5231,Wolfgang Petersen,2071
37362,Henry King,43516
6593,John Huston,33638
226326,Lucas Reiner,57476
9577,George Roy Hill,32489
19665,John Boorman,48864
58868,Troy Miller,10152
64815,Robert Iscove,31246
4037,Ron Shelton,11375
86439,Norton Virgien,20694
80273,Scott Roberts,16311
72467,Thaddeus O'Sullivan,24985
1963,Danièle Thompson,18300
292876,Bryan Lewis,55735
151092,Eric Eason,185465
1194410,Julia Montejo,210728
126855,Pavel Lungin,39088
3026,Rob Reiner,17813
131770,Jed Weintrob,94996
1927,Blake Edwards,42995
932363,Mariano Barroso,115665
9740,René Clément,4708
12804,Peter Yates,35068
100036,D.W. Griffith,42511
46997,Alan Gibson,35669
142513,Emma-Kate Croghan,49584
2034,Danny Boyle,170
36425,McG,9471
73656,Monica Stambrini,12800
196769,Jonathan Wacks,44562
25236,Johnnie To,9581
33341,Rick Rosenthal,117179
75725,Robert Connolly,15486
2725,Rainer Werner Fassbinder,216
7406,Michael Steinberg,47676
130093,Peter Sykes,45139
6603,Jack Cardiff,44736
31497,John Cromwell,18569
8429,Clark L. Paylow,113739
68,Fritz Lang,52758
37361,Anatole Litvak,38171
133259,Arthur Hiller,61225
8328,John Milius,18886
16544,Ted Kotcheff,24109
70862,Richard Thorpe,19957
34611,Howard Zieff,42176
11435,Howard Hawks,39231
64061,Fred Schepisi,18722
14227,Jules Dassin,43039
18854,Martin Ritt,40634
5026,Akira Kurosawa,20645
21506,George Sidney,33454
69946,Bud Yorkin,19753
50567,Melvin Frank,48451
3556,Roman Polanski,11482
67593,Leslie Megahey,70912
10930,Irvin Kershner,42492
39012,Peter Bogdanovich,6949
1614,Ang Lee,1927
76247,Charles Herman-Wurmfeld,10327
52870,Tim Johnson,14411
7213,Jonathan Mostow,296
4387,François Ozon,302
1704,Gore Verbinski,22
55018,Karim Aïnouz,46993
10808,Stephen Norrington,8698
7588,Aleksandr Rogozhkin,554
233281,Eitan Gorlin,61545
20718,Claude Berri,34840
125544,Tim Fywell,17920
96693,Yolanda García Serrano,40947
41887,Michael Polish,32235
865,Michael Bay,8961
51600,Clare Kilner,17403
7791,Peter Howitt,9486
131196,Jordan Susman,20439
3224,Stephen Frears,3472
63973,Matteo Garrone,35265
21085,Alex Proyas,25921
25854,Lucas Belvaux,24259
24555,Kei Kumai,41453
35155,John Gray,68927
11505,John Hughes,11894
6592,Duwayne Dunham,20726
91935,Sandra M. Haskell,24558
33883,Jack Arnold,12649
76981,Delmer Daves,44916
6767,Larry Charles,24356
2209,Jan de Bont,1996
23964,Gary Ross,4464
2294,Robert Rodriguez,12279
57030,Gregor Jordan,9104
18342,Todd Graff,33339
6111,Mike Figgis,47232
88875,Antonio Serrano,71714
15602,Fernando León de Aranoa,54580
38572,Gavin Grazer,4613
3146,Billy Wilder,12530
132200,Duncan Gibbins,45096
16475,Burt Reynolds,21882
10586,Richard Lester,29805
63937,Albert Pyun,24993
3146,Billy Wilder,53021
3146,Billy Wilder,430
132375,Sandra Werneck,123833
3146,Billy Wilder,5185
9915,Guy Hamilton,10553
7191,David Webb Peoples,21512
1243,Woody Allen,21449
15663,Joseph Sargent,4984
54584,Jesse Dylan,8273
769,Martin Brest,8046
16862,Claude Lelouch,50350
1001719,Phillip J. Bartell,287811
24264,Craig Ferguson,48967
3064,Peter Mullan,8094
72427,Alan Rudolph,26195
54050,Mark Waters,10330
230167,Julie Lopes-Curval,125952
47640,Clark Johnson,9257
54441,James Ivory,9499
144536,Shinsuke Sato,17180
1061573,Dana Brown,15292
5970,Pier Paolo Pasolini,12491
139898,Arthur Borman,41660
11147,John Cassavetes,78041
86250,Frank Henenlotter,27814
14674,George Cukor,41206
5970,Pier Paolo Pasolini,33954
133259,Arthur Hiller,48364
50141,Alan Ari Lazar,71010
2000,Lewis Milestone,23395
226325,Karl Slovin,47278
5970,Pier Paolo Pasolini,24192
64214,Leonard Kastle,10237
12329,Vittorio De Sica,833
69238,Bruce Sinofsky,26755
5342,Mike Nichols,42470
8844,Lawrence Kasdan,3101
17268,Ronny Yu,6466
57048,Casey La Scala,20210
1269,Kevin Costner,2055
57607,Stephen Chow,11770
52358,Boaz Yakin,14926
72205,Shari Springer Berman,2771
19026,Paul Hough,1778
130709,Delphine Gleize,44408
69099,Dan Ireland,54390
21981,Harald Zwart,10923
82346,Jonathan Prince,17745
1103,Bill Duke,79888
198945,Lynn Roth,114776
67632,Peter Markle,21989
81799,André De Toth,18573
19457,Mark Robson,37451
65678,John Lafia,41759
16566,George P. Cosmatos,37227
70636,Gabriel Axel,48791
54148,Gonzalo Suárez,80047
42301,Damian Harris,41944
3026,Rob Reiner,8992
29700,David Winters,35371
63713,Martha Coolidge,19053
9855,Terence Young,11206
135796,Jay Craven,49762
6011,Michael Haneke,30970
67753,Mark L. Lester,13154
20025,Shôhei Imamura,18148
28615,Éric Rohmer,54898
1,George Lucas,636
19457,Mark Robson,3055
1201090,Sherman Alexie,40920
87554,Im Kwon-taek,54986
7501,Ronald Neame,43048
70864,Robert Hamer,11898
12833,Edward Burns,26225
14520,John Sturges,14881
638,Michael Mann,26198
18598,Ishirô Honda,35072
18598,Ishirô Honda,43226
101225,Bert I. Gordon,44585
11558,Eugène Lourié,35073
1927,Blake Edwards,9051
33485,Ron Underwood,9362
68424,Michael Powell,19542
10781,Michael Apted,120683
1927,Blake Edwards,936
1927,Blake Edwards,12268
67753,Mark L. Lester,10999
12840,John Badham,33521
793,Luis Buñuel,4593
139537,William Gazecki,34044
607,Zhang Yimou,12276
5026,Akira Kurosawa,3782
56113,James Robinson,36629
10757,Jane Campion,2891
73645,Christian Frei,12722
96369,Carlos Saura,41806
1119816,Anand Patwardhan,143795
96627,André Téchiné,38304
10781,Michael Apted,26246
319627,Michael Benson,124839
10249,Volker Schlöndorff,20815
110351,J.T.S. Moore,19433
131456,Vicky Funari,99006
3056,Jeremy Thomas,48464
4760,Deepa Mehta,7504
4760,Deepa Mehta,513
15127,Luchino Visconti,6619
24318,Richard Benjamin,32316
64901,Gordon Chan,10610
12987,David Zucker,2830
140434,Vladimír Michálek,15920
88832,Kyle Rankin,21413
127823,Agustín Díaz Yanes,38874
1364800,Milčo Mančevski,16405
110395,Helen Stickler,33255
1168924,Gabrielle Baur,178675
145022,Diego Lerman,99648
56349,Victor Salva,11351
4760,Deepa Mehta,333
105882,Neema Barnette,30246
947014,Alan Hruska,112961
70520,Shane Meadows,22200
27449,Emilio Martínez Lázaro,2722
132973,Ben Coccio,27090
54967,Sam Weisman,13778
4723,Brian Helgeland,9616
568406,Paul F. Ryan,55015
16957,Fenton Bailey,1415
225898,István Szabó,31094
16847,Eli Roth,11547
578,Ridley Scott,7270
2294,Robert Rodriguez,1428
82482,Greg Pritikin,17906
1769,Sofia Coppola,153
62342,Adam Mason,66111
40333,Satoshi Kon,33320
35452,Corey Yuen Kwai,15136
52194,Tony Randel,61054
39012,Peter Bogdanovich,4703
18969,Doris Dörrie,29507
67897,Jeff Kanew,27590
51373,Larry Peerce,52734
3028,Bruce A. Evans,14603
26760,Tsui Hark,10617
26760,Tsui Hark,10618
26760,Tsui Hark,10619
39012,Peter Bogdanovich,11293
77300,Michael Schultz,36759
19684,Bille August,38960
39012,Peter Bogdanovich,19383
93953,George Englund,53650
54441,James Ivory,40775
7767,Sam Peckinpah,9584
14999,George A. Romero,8408
13294,Gene Kelly,14030
81749,Manoel de Oliveira,49685
11770,John Carpenter,2687
21958,Mark Rydell,16323
2087,Richard Fleischer,39859
12329,Vittorio De Sica,74585
102601,Hal Walker,23325
12677,Matthew Robbins,16790
19266,Larry Cohen,31579
42309,Tibor Takács,40353
65852,Zoltan Korda,23033
84047,Howard Storm,19064
55948,Alan Smithee,34564
57239,Jeff Lieberman,25241
4109,Michael Curtiz,43041
224,David Cronenberg,28942
67426,William Keighley,37025
1243,Woody Allen,10739
6111,Mike Figgis,12767
21217,Jonathan Lynn,22309
77919,Tim McCanlies,13156
3950,Len Wiseman,277
58245,Don Coscarelli,9707
102445,John Sayles,38244
21678,Olivier Assayas,24488
107395,Nick Willing,20321
172,Michael Winterbottom,36791
1667420,Tom Piozet,61401
160,Eytan Fox,17614
518,Danny DeVito,7288
36602,Peter Berg,10159
36805,Audrey Wells,10934
76418,Stuart Gillard,54243
35325,Eric Till,5653
6980,Émile Gaudreault,321
90,Isabel Coixet,20
63447,David Hillenbrand,18113
41788,Nicolas Philibert,5168
21768,Sylvain Chomet,9662
224,David Cronenberg,837
85917,Stephanie Black,20303
78751,Ashutosh Gowariker,19666
4081,Stanley Kramer,821
65874,Xavier Koller,41834
8482,Robert Mulligan,37672
18533,Errol Morris,1358
22562,Frank Beyer,2200
16767,Aki Kaurismäki,11475
11528,Jean Renoir,776
52208,Joe Massot,40440
13284,Stanley Donen,16563
40542,Hector Babenco,11703
6349,Alan J. Pakula,891
63713,Martha Coolidge,83714
72667,Gilles Mimouni,12531
12180,Mamoru Oshii,10881
70636,Gabriel Axel,11832
82796,Nikita Mikhalkov,51300
13581,Brian Levant,11806
64877,Rod Daniel,10438
23858,Harley Cokeliss,36349
6482,John Singleton,650
8246,Barry Levinson,10337
9168,Alan Parker,8446
128947,Jeremy Kagan,42570
16566,George P. Cosmatos,9874
57865,Álex de la Iglesia,11477
6349,Alan J. Pakula,37753
4955,Dario Argento,29161
7623,Sam Raimi,21627
8296,Christophe Gans,9501
26760,Tsui Hark,49291
280,Terry Gilliam,4543
54451,Brian G. Hutton,11046
66274,Richard Tuggle,11707
52629,Joseph Ruben,7442
7678,Hart Bochner,14425
190,Clint Eastwood,6723
85840,Alan Rafkin,13343
24318,Richard Benjamin,16969
4610,John Landis,11338
18500,Phil Joanou,13339
190,Clint Eastwood,28761
93406,Elem Klimov,25237
1103,Bill Duke,41780
43,John Fawcett,9871
58075,Bill L. Norton,33258
94831,Maggie Greenwald,71940
21705,Simon Moore,26850
40007,John Mackenzie,70709
116406,Edward Montagne,36855
85840,Alan Rafkin,20238
111338,Adam Bernstein,33783
1040117,John Trent,163549
55790,Allan Moyle,47898
73256,David Miller,19171
11834,David Seltzer,48345
5342,Mike Nichols,11364
239051,Gene Cajayon,38135
58463,Glenn Gordon Caron,55950
88164,Luigi Cozzi,39916
5030,Edgar G. Ulmer,31634
30008,Leo McCarey,43739
2975,Laurence Fishburne,45203
123163,Jeffrey Porter,14874
133259,Arthur Hiller,32082
26502,Howard Deutch,25269
9789,Robert Altman,29449
14132,Nicolas Roeg,37943
1255,David Mamet,33633
8843,Mick Jackson,86763
143280,Norman Mailer,78146
67834,Floyd Mutrux,88641
97966,John 'Bud' Cardos,30315
7501,Ronald Neame,13765
73496,Richard Pearce,12772
3110,Allison Anders,47866
3632,Richard Brooks,18900
1905256,Ron Casden,73265
3349,James B. Harris,17744
240033,Jean-Pierre Denis,62124
4109,Michael Curtiz,3087
56339,Yoshiaki Kawajiri,14282
3556,Roman Polanski,11502
49214,William Dieterle,29451
42319,Michael Karbelnikoff,21219
1016489,Eric Byler,116094
21712,Carl Franklin,2116
564,Richard Linklater,1584
33317,David Leland,28236
229519,Thom Fitzgerald,40945
84830,Lab Ky Mo,19555
17867,Tom McCarthy,2056
40508,James Cox,4997
52576,José Padilha,8439
190,Clint Eastwood,322
89113,John Robert Hoffman,21765
23799,Uwe Boll,11059
1223,Joel Coen,11775
138,Quentin Tarantino,24
981142,Mark Decena,54973
19069,Claude Chabrol,10930
1213124,Richard Day,21059
40304,Jacques Nolot,49475
5501,Gary Fleder,11329
29922,Marcus Nispel,9373
3290,Peter Hedges,1550
43652,Takashi Yamazaki,5493
74152,Christine Jeffs,28200
5572,Joel Schumacher,10629
10757,Jane Campion,10944
10702,Martin Campbell,9839
53178,Mike Tollin,13920
12987,David Zucker,4256
61952,Aaron Blaise,10009
5216,Gus Van Sant,1807
40440,Todd Stephens,33343
33054,Keith Gordon,30141
39779,Peter Collinson,10536
43513,Graham Baker,14157
59670,Jane Anderson,67809
127491,Claude Lanzmann,42044
3045,P.J. Hogan,37922
15488,Ken Loach,1376
63937,Albert Pyun,31397
13776,John Frankenheimer,50374
143312,William Reilly,96171
1058,Bob Gale,20312
1214133,Lamont Johnson,59809
58837,Mark Frost,135890
56828,Christopher Cain,64945
1749,Leonard Nimoy,2348
101709,Edward Ludwig,44591
21905,Danny Pang,10389
26128,Brian Clemens,18979
97774,Alfred E. Green,31206
97017,Sidney Lanfield,28658
29662,Terence Fisher,3117
133210,Stuart Urban,20684
57851,Bernard Rose,27450
101225,Bert I. Gordon,26643
52405,Michael Hoffman,62327
12160,Satyajit Ray,897
8949,Peter Fonda,42522
3831,Jean-Pierre Melville,11657
2801,Andrzej Wajda,224
97015,John Rawlins,27117
25165,Roy William Neill,50553
25165,Roy William Neill,44383
18907,Richard Quine,78331
6729,Robert Benton,10922
129796,Mark Rucker,43708
144130,Michael Covert,240177
96199,Liz Garbus,51707
233474,Robert Capelli Jr.,30349
21807,Billy Ray,13537
79726,John D. Hancock,28446
9339,Lilly Wachowski,605
110337,Kim Bartley,33222
15277,Jon Favreau,10719
119367,Robert Cary,266741
1048445,Philip Boston,23995
16225,Rolf Schübel,1277
19359,Marina de Van,1836
7018,Richard Curtis,508
55968,Rodolphe Marconi,197563
56106,Charles Shyer,11846
230987,Nathaniel Kahn,50314
4600,Joe Dante,10715
2690,Peter Weir,8619
1110343,Lauren Lazin,21525
77523,Steve Anderson,14892
6159,Ron Howard,12146
5133,Bo Welch,10588
2406,Mathieu Kassovitz,4970
223,Alejandro González Iñárritu,470
38516,Denys Arcand,11042
131295,Yee Chin-Yen,44708
17447,Terry Zwigoff,10147
18898,Rob Minkoff,10756
7187,Richard Donner,9562
560042,Henri Xhonneux,36068
15389,Louis Malle,11012
550104,Scott Hamilton Kennedy,279714
34949,Lucy Walker,30068
10723,Mike Newell,40913
134328,Alexandra Pelosi,158413
7623,Sam Raimi,9556
74697,Alberto Cavalcanti,13581
10808,Stephen Norrington,1702
59,Luc Besson,19184
80570,Walter Lang,24203
42,Lars von Trier,9065
232937,Cheryl Dunye,44479
18500,Phil Joanou,4823
41550,Andrew Bergman,10168
6011,Michael Haneke,10234
5629,Freddie Francis,38939
16214,Mario Van Peebles,10952
564,Richard Linklater,14022
12840,John Badham,860
33064,Henry Koster,41521
11572,Carl Theodor Dreyer,48035
9740,René Clément,5000
5834,Robert Stevenson,22744
82413,Jack Conway,17831
11572,Carl Theodor Dreyer,780
32133,Charles Brabin,31510
2991,Robert Wiene,234
100036,D.W. Griffith,899
10781,Michael Apted,8289
4782,Michael Crichton,11583
58220,Hugh Hudson,11002
28904,Hugh Wilson,6472
1243,Woody Allen,5143
12840,John Badham,11384
41222,Arthur Allan Seidelman,5227
52968,Russell Mulcahy,8010
518,Danny DeVito,10410
1193327,Alvin Greenman,47095
7908,Frank Oz,10407
7145,Michael Lehmann,9292
648,Philip Kaufman,11850
32640,Bernt Amadeus Capra,48745
1884,Steven Soderbergh,2297
8858,Ivan Reitman,951
12920,David S. Ward,10804
47924,Carl Schenkel,5765
893,Tony Scott,9319
4956,Bernardo Bertolucci,1643
20629,George Miller,2007
2352,Jean-Jacques Annaud,10995
309,Pedro Almodóvar,8047
27444,James Orr,2612
10921,Charles Laughton,3112
57895,Robert Harmon,10413
10965,Chris Columbus,2611
33008,Menahem Golan,1825
40230,Kevin Hooks,10538
6349,Alan J. Pakula,11092
42171,Jonathan Kaplan,18410
3047,Jocelyn Moorhouse,14904
15672,Nadia Tass,19065
31074,Kinji Fukasaku,3176
1614,Ang Lee,9261
5970,Pier Paolo Pasolini,5336
33054,Keith Gordon,23908
1895,Carl Reiner,14671
8844,Lawrence Kasdan,11509
1532,Bill Murray,10729
224,David Cronenberg,29437
7187,Richard Donner,20763
52968,Russell Mulcahy,2047
893,Tony Scott,14249
18378,Herbert Ross,10021
11037,Lukas Moodysson,11634
1723,Walter Hill,14746
64877,Rod Daniel,11824
309,Pedro Almodóvar,8222
77162,Rodrigo García,20067
10781,Michael Apted,12395
15175,William Friedkin,9846
21792,George Gallo,23719
37451,Jean-Jacques Beineix,11986
3583,Suzanne Schiffman,1626
5602,David Lynch,483
14132,Nicolas Roeg,10166
20629,George Miller,6069
12114,Michael Cimino,11018
4489,Steve Oedekerk,11676
129552,Thornton Freeland,28293
30165,Mark Sandrich,28292
33513,Clive Donner,3681
8500,John Ford,43875
108987,William A. Seiter,31798
9054,Mervyn LeRoy,43436
18738,George Stevens,20325
14643,William A. Wellman,17687
49214,William Dieterle,19075
4109,Michael Curtiz,41465
84034,Clarence Brown,17641
13563,Norman Jewison,12545
34740,Edmund Goulding,27972
13776,John Frankenheimer,898
6818,Werner Herzog,2000
9730,Jean Cocteau,648
8630,Erich von Stroheim,618
583343,Tian Zhuangzhuang,44162
4415,Federico Fellini,19120
10249,Volker Schlöndorff,4024
3556,Roman Polanski,11316
11435,Howard Hawks,3089
11147,John Cassavetes,29845
8500,John Ford,995
1927,Blake Edwards,1594
8635,Buster Keaton,32318
50567,Melvin Frank,11839
12804,Peter Yates,916
100036,D.W. Griffith,31509
10001,William Wyler,1976
49214,William Dieterle,31685
21305,Lloyd Bacon,3062
21311,Wesley Ruggles,34456
67451,Delbert Mann,12708
72709,Karel Reisz,42045
18378,Herbert Ross,11610
13563,Norman Jewison,4939
11493,Leslie Howard,25016
12238,David Lean,15927
232669,Marcel Camus,40423
4415,Federico Fellini,7857
607,Zhang Yimou,79
30099,Charles Barton,13912
84034,Clarence Brown,70881
3146,Billy Wilder,987
544158,Russell DeGrazier,65869
3632,Richard Brooks,37749
105764,Thomas Riedelsheimer,30140
70221,Christian Carion,33302
112995,John Boulting,46932
608,Hayao Miyazaki,81
8969,Chris Menges,70423
30365,Michael Caton-Jones,11821
7190,Tom Mankiewicz,10023
19305,Tom Ropelewski,51036
488,Steven Spielberg,11519
77076,Michael Corrente,72087
2352,Jean-Jacques Annaud,42238
4967,Colin Higgins,15659
58036,Kirk Wong,18857
2303,Wim Wenders,33517
81273,Yasuzô Masumura,27425
12238,David Lean,38953
39009,Joseph Losey,74544
145684,Nicolás Echevarría,41785
10001,William Wyler,42740
4955,Dario Argento,20126
2559,Henri-Georges Clouzot,827
70558,Mark Jones,11811
931555,Hiroyuki Yamaga,20043
57138,Tony Bill,16814
39167,Richard Friedman,4368
6568,Joel Freeman,25431
34613,Philippe de Broca,17685
224,David Cronenberg,2742
88149,Ron Mann,22010
88750,Tom Gilroy,51145
11147,John Cassavetes,32040
76193,Geoff Burrowes,48129
11489,William Cameron Menzies,3596
15148,Jon Amiel,120637
19304,John Schlesinger,24134
76981,Delmer Daves,18904
10790,Sam Wood,37719
19707,Charles Band,47364
42,Lars von Trier,9063
1650,François Truffaut,1818
1650,François Truffaut,255
19000,Wayne Kramer,10744
56210,Pablo Trapero,83505
53334,Jim Sheridan,10511
1109747,Charles Atlas,180399
550044,Jonathan Karsh,22289
62116,Bille Woodruff,10028
9181,Edward Zwick,616
1009328,A. Dean Bell,96393
510,Tim Burton,587
42974,Troy Byer,21542
17698,Nancy Meyers,6964
7395,Bobby Farrelly,1792
16785,Peter Webber,3635
13563,Norman Jewison,41488
108,Peter Jackson,122
10723,Mike Newell,11820
24248,Nigel Cole,8696
18533,Errol Morris,12698
557818,Jonathan Kesselman,19187
78118,Vadim Perelman,11093
107736,John Henderson,47952
6884,Patty Jenkins,504
17825,Shawn Levy,11007
2239,Anthony Minghella,2289
11401,John Woo,9620
3045,P.J. Hogan,10601
9789,Robert Altman,52036
18254,Simon Wincer,42418
552208,Sue Brooks,13433
83046,Jean-Claude Brisseau,35712
80307,Andy Cadiff,14844
232937,Cheryl Dunye,26710
92561,Nick Broomfield,37088
56214,Nuri Bilge Ceylan,31026
17871,John Hamburg,5966
1082114,Timothy Bjorklund,24034
55600,Steve Danton,10718
120229,Jafar Panahi,40427
77273,Siddiq Barmak,14757
25630,Jack Clayton,11034
67781,Peter Kosminsky,25095
1744,Robert Wise,26983
4081,Stanley Kramer,30080
1931,George Axelrod,52867
47517,Roy Boulting,42599
2226,Sydney Pollack,65012
57396,Dennis Feldman,44801
26510,Eugene Levy,27465
9789,Robert Altman,83726
51910,David Green,24782
93806,Bill Fishman,31395
67451,Delbert Mann,131313
55299,Mark Herman,34151
16590,Sheldon Lettich,15797
16938,Renny Harlin,9548
834,Otto Preminger,1937
8823,Raoul Walsh,26712
4065,Fred Zinnemann,1882
1002061,Caspar Wrede,70627
56381,James Toback,17258
59410,Bob Odenkirk,34681
834,Otto Preminger,118910
22007,Brad Mirman,6277
27992,Brian Yuzna,11429
82804,Dominic Anciano,47072
21806,Richard Rush,33642
8328,John Milius,14815
5763,Jacques Tati,427
39743,Henry Levin,43049
9049,Victor Fleming,3022
